Indicator
#11-1-1
#16-9-1
#17-8-1
#2-2-1
#2-2-2
#3-1-1
#3-1-2
#3-2-1
#3-2-2
#3-7-1
#3-7-2
#4-1-1
#4-2-1
#4-2-2
#4-c-1
#5-2-1
#5-5-1
#5-5-2
#5-b-1
#6-1-1
#6-2-1
#7-1-1
#7-1-2
#7-2-1
#8-7-1
#9-2-2
