Value,Disaggregation combinations using this value,Number of indicators
Bulawayo,11,7
Harare,11,7
Manicaland,11,7
Masholanad East,11,7
Mashonaland Central,11,7
Mashonaland West,11,7
Masvingo,11,7
Matabeland North,11,7
Matabeland South,11,7
Midlands,11,7
